STY [mgMeOH h-1 gcat-1],Family,Metal Loading [wt.%],CR Metal [pm],Electronegativity of Metal,Support 1,MW Support 1 [g mol-1],Support2,MW of Support 2 [g mol-1],MW Support 3 [g mol-1],Total MW of Support [g mol-1],Promoter 1,Electronegativity of P1,CR P1 [pm],first ionization energy P1[KJ/mol],electron affinity P1[KJ/mol],Promoter 1 loading [wt.%],Promoter 2 loading [wt.%],Calcination Temperature [K],Calcination duration [h],SBET [m2 g-1],H2/CO2 [-],GHSV [cm3 h-1 gcat-1],Catalyst amount [g],Pressure [Mpa],Temperature [K],Family_band_gap,Family_density,Family_volume,Family_formation_energy_per_atom,Family_total_magnetization_normalized_vol,Family_density_atomic,Family_total_magnetization,Family_a,Family_b,Family_c,Family_alpha,Family_beta,Family_gamma,Family_volume.1,Support1_band_gap,Support1_density,Support1_volume,Support1_formation_energy_per_atom,Support1_total_magnetization_normalized_vol,Support1_density_atomic,Support1_total_magnetization,Support1_a,Support1_b,Support1_c,Support1_alpha,Support1_beta,Support1_gamma,Support1_volume.1,Support2_band_gap,Support2_density,Support2_volume,Support2_formation_energy_per_atom,Support2_total_magnetization_normalized_vol,Support2_density_atomic,Support2_total_magnetization,Support2_a,Support2_b,Support2_c,Support2_alpha,Support2_beta,Support2_gamma,Support2_volume.1,Promoter1_band_gap,Promoter1_density,Promoter1_volume,Promoter1_formation_energy_per_atom,Promoter1_total_magnetization_normalized_vol,Promoter1_density_atomic,Promoter1_total_magnetization,Promoter1_a,Promoter1_b,Promoter1_c,Promoter1_alpha,Promoter1_beta,Promoter1_gamma,Promoter1_volume.1
79.4,Cu,10,138,1.9,Al2O3,101.96,ZnO,81.38,123.22,306.56,Mn ,1.55,139,717.3,0,5,0,873,6,189.7,3,7200,5,2,523,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.78,Cu,30.8,138,1.9,ZnO,81.38,ZrO2,123.22,0,204.6,Si ,1.9,111,786.5,113.6,2.9,0,623,4,145,3,15600,0.25,2,493,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.71,In2O3,20,144,1.78,ZrO2,123.22,0,0,0,123.22,0,0,,,,0,0,700,2,119,3,9000,0.5,2,593,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.46,Pd,7.4,131,2.2,CeO2,172.12,0,0,0,172.12,Zn,1.65,131,906.4,0,5,0,773,5,37,3,2400,0.5,2,492.77,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,6.779455929,455.8922747,-3.795988284,0.008774002,14.70620241,3.9999999,6.728971915,6.748655946,10.24659173,96.16579217,90.12123808,99.7133345,455.8922747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.519443,43.33334257,0.007402095,0,14.44444752,0,2.618536651,2.618536651,7.471915505,79.36667029,100.6333297,120.0394772,43.33334257
78.18,In2O3,100,144,1.78,0,0,0,0,0,0,0,0,,,,0,0,573,3,112,3,9000,1,2,573,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.83,Cu,10,138,1.9,Al2O3,101.96,0,0,0,101.96,0,0,,,,0,0,873,2,154,3,7200,0.5,3,553,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.63,In2O3,100,144,1.78,0,0,0,0,0,0,0,0,,,,0,0,773,2,37.7,3,7500,0.2,3,603,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.97,Pd,5,131,2.2,CeO2,172.12,0,0,0,172.12,Zn,1.65,131,906.4,0,5,0,773,3,80.67,3,2400,0.5,3,523,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,6.779455929,455.8922747,-3.795988284,0.008774002,14.70620241,3.9999999,6.728971915,6.748655946,10.24659173,96.16579217,90.12123808,99.7133345,455.8922747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.519443,43.33334257,0.007402095,0,14.44444752,0,2.618536651,2.618536651,7.471915505,79.36667029,100.6333297,120.0394772,43.33334257
76.8,Cu,8,138,1.9,CNT,12,0,0,0,12,0,0,,,,0,0,773,5,204.2,3,7500,0.2,3,553,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.52,Pd,5,131,2.2,CeO2,172.12,0,0,0,172.12,Zn,1.65,131,906.4,0,5,0,773,3,80.67,3,2400,0.5,3,503,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,6.779455929,455.8922747,-3.795988284,0.008774002,14.70620241,3.9999999,6.728971915,6.748655946,10.24659173,96.16579217,90.12123808,99.7133345,455.8922747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.519443,43.33334257,0.007402095,0,14.44444752,0,2.618536651,2.618536651,7.471915505,79.36667029,100.6333297,120.0394772,43.33334257
75.92,In2O3,100,144,1.78,0,0,0,0,0,0,0,0,,,,0,0,623,3,22.8,4,24000,0.5,4,613,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.26,In2O3,6.2,144,1.78,SiO2,60.08,0,0,0,60.08,Ni,1.91,121,737.1,112,3.1,1,673,4,338.2,3,12000,0.1,0.1,548,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0.0905,1.759911521,2018.092877,-2.710095835,0.001328578,18.68604516,2.6811936,14.12898467,14.12898467,12.41564161,73.57255001,73.57255001,59.44912845,2018.092877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.196826321,10.5974257,0.11925923,0.062056996,10.5974257,0.6576444,2.396665497,2.396665497,2.396665497,109.4712206,109.4712206,109.4712206,10.5974257
75.2,Cu,31.5,138,1.9,ZnO,81.38,0,0,101.96,183.34,0,0,,,,0,0,673,5,78.3,5,2240,1,3,503,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.09,Pd,5,131,2.2,CeO2,172.12,0,0,0,172.12,Zn,1.65,131,906.4,0,5,0.5,773,3,67.39,3,2400,0.5,3,533,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,6.779455929,455.8922747,-3.795988284,0.008774002,14.70620241,3.9999999,6.728971915,6.748655946,10.24659173,96.16579217,90.12123808,99.7133345,455.8922747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.519443,43.33334257,0.007402095,0,14.44444752,0,2.618536651,2.618536651,7.471915505,79.36667029,100.6333297,120.0394772,43.33334257
75,Cu,47.42,138,1.9,ZnO,81.38,0,0,0,81.38,Pd ,2.2,131,804.4,53.7,1.15,0,673,4,184,3.8,10588.24,0.17,36,443,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Cu,18,138,1.9,Al2O3,101.96,0,0,0,101.96,0,0,,,,0,0,673,4,184,3.8,10588.24,0.17,36,443,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.69,In2O3,100,144,1.78,0,0,0,0,0,0,0,0,,,,0,0,773,2,34.4,3,7500,0.2,3,573,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.67,Cu,31,138,1.9,ZnO,81.38,ZrO2,123.22,0,204.6,0,0,,,,0,0,623,4,163,3,8800,0.5,1,473,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.56,Cu,35.1,138,1.9,ZnO,81.38,ZrO2,123.22,0,204.6,W,2.36,146,770,78.6,12.8,0,673,4,117.4,3,2400,0.5,3,513,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,18.14771378,67.28638235,0.491392363,3.27E-07,16.82159559,2.20E-05,2.809662,4.86387,4.923695,90,90,90,67.28638235
74.1,Cu,17.1,138,1.9,Al2O3,101.96,0,0,0,101.96,Ba ,0.89,198,502.9,13.95,5,0,673,4,166,3.8,10588.24,0.17,36,473,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Cu,39.3,138,1.9,ZnO,81.38,Al2O3,101.96,123.22,306.56,0,0,,,,0,0,773,5,59,3,12000,0.5,5,463,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,In2O3,9.8,144,1.78,Al2O3,101.96,0,0,0,101.96,0,0,,,,0,0,623,3,27.2,3,21600,0.5,4,573,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.75,In2O3,100,144,1.78,0,0,0,0,0,0,0,0,,,,0,0,723,3,73,4,21000,0.1,5,523,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.72,Pd,8,131,2.2,CeO2,172.12,0,0,0,172.12,Zn,1.65,131,906.4,0,5,0,773,5,45,3,2400,0.5,2,553,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,6.779455929,455.8922747,-3.795988284,0.008774002,14.70620241,3.9999999,6.728971915,6.748655946,10.24659173,96.16579217,90.12123808,99.7133345,455.8922747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.519443,43.33334257,0.007402095,0,14.44444752,0,2.618536651,2.618536651,7.471915505,79.36667029,100.6333297,120.0394772,43.33334257
73.64,Pd,2.75,131,2.2,ZnO,81.38,0,0,0,81.38,Al,1.61,118,577.5,42.5,12.14,0,673,4,144,3,6000,0.3,3,523,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8186669,63.58168669,0.010480728,1.57E-09,15.89542167,1.00E-07,2.82707685,2.827077198,9.18599307,90,90,119.999996,63.58168669
73.57,Cu,15.1,138,1.9,ZnO,81.38,0,0,0,81.38,Ga ,1.81,126,578.8,28.9,5.1,0,623,3,5,3,10000,0.15,3,543,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.88,In2O3,8.4,144,1.78,ZrO2,123.22,0,0,0,123.22,Y,1.22,162,600,29.6,2.3,0,573,2,84,4,52000,0.15,0.4,528,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.370668906,67.55562608,0,0.019629783,33.77781304,1.3261023,3.64256962,3.642569164,5.87915835,90,90,119.9999849,67.55562608
72.47,In2O3,5.3,144,1.78,SiO2,60.08,0,0,0,60.08,Ni,1.91,121,737.1,112,3.6,1,673,4,372.4,3,12000,0.1,0.1,533,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0.0905,1.759911521,2018.092877,-2.710095835,0.001328578,18.68604516,2.6811936,14.12898467,14.12898467,12.41564161,73.57255001,73.57255001,59.44912845,2018.092877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.196826321,10.5974257,0.11925923,0.062056996,10.5974257,0.6576444,2.396665497,2.396665497,2.396665497,109.4712206,109.4712206,109.4712206,10.5974257
71.36,Cu,36.9,138,1.9,ZnO,81.38,ZrO2,123.22,0,204.6,Mo,2.16,145,684.3,71.9,8.3,0,673,4,101.4,3,2400,0.5,3,513,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,9.620988954,16.55880895,0.87080652,6.04E-09,16.55880895,1.00E-07,2.5551807,2.73551084,2.735509954,119.9999758,90,90,16.55880895
71.01,Cu,15.1,138,1.9,ZnO,81.38,0,0,0,81.38,Ga ,1.81,126,578.8,28.9,5.1,0,623,3,5,3,10000,0.15,3,543,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Cu,10,138,1.9,ZnO,81.38,ZrO2,123.22,0,204.6,0,0,,,,0,0,623,3,101,3,900,2,8,493,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,In2O3,16.4,144,1.78,Al2O3,101.96,0,0,0,101.96,0,0,,,,0,0,623,3,36.8,3,21600,0.5,4,523,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.85,Cu,30,138,1.9,ZnO,81.38,ZrO2,123.22,101.96,306.56,0,0,,,,0,0,673,5,106.3,5,1500,1,3,503,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.7,Cu,12.3,138,1.9,ZrO2,123.22,CNT,12,0,135.22,0,0,,,,0,0,673,4,166,3.8,10588.24,0.17,10,553,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.7,Cu,17.1,138,1.9,Al2O3,101.96,0,0,0,101.96,Ba ,0.89,198,502.9,13.95,5,0,673,4,166,3.8,10588.24,0.17,10,553,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.7,In2O3,100,144,1.78,0,0,0,0,0,0,0,0,,,,0,0,773,2,34.4,3,7500,0.2,3,603,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.5,Cu,10.3,138,1.9,ZrO2,123.22,CNT,12,0,135.22,0,0,,,,0,0,623,2,128,3,3600,0.5,3,513,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.42,In2O3,20,144,1.78,ZrO2,123.22,0,0,0,123.22,0,0,,,,0,0,900,2,91,3,9000,0.5,2,593,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.96,In2O3,100,144,1.78,0,0,0,0,0,0,0,0,,,,0,0,623,3,24.8,4,16000,0.5,4,533,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.69,In2O3,6.7,144,1.78,SiO2,60.08,0,0,0,60.08,Ni,1.91,121,737.1,112,2.6,1,673,4,351,3,12000,0.1,0.1,548,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0.0905,1.759911521,2018.092877,-2.710095835,0.001328578,18.68604516,2.6811936,14.12898467,14.12898467,12.41564161,73.57255001,73.57255001,59.44912845,2018.092877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.196826321,10.5974257,0.11925923,0.062056996,10.5974257,0.6576444,2.396665497,2.396665497,2.396665497,109.4712206,109.4712206,109.4712206,10.5974257
69.54,Cu,45.5,138,1.9,ZnO,81.38,ZrO2,123.22,0,204.6,0,0,,,,0,0,673,5,83.3,3,2240,1,3,503,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.5,Pd,5,131,2.2,ZnTiO3,242.64,0,0,0,242.64,0,0,,,,0,0,623,3,18,3,3600,0.5,2,523,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,4.788545172,212.6059469,-2.384588291,0.000360572,11.81144149,0.0766597,3.537957,5.445356,11.035616,90,90,90,212.6059469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.5,Cu,60,138,1.9,ZnO,81.38,0,0,0,81.38,0,0,,,,0,0,723,2,22.4,3,1500,0.3,3,513,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.35,In2O3,99.97,144,1.78,0,0,0,0,0,0,Pt,2.28,128,870,205.3,0.03,0,723,3,86.1,3,24000,0.1,2,533,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.13492574,15.32745405,0,0.000329474,15.32745405,0.00505,2.788228298,2.788228876,2.78822786,59.99999996,59.9999931,60.00000911,15.32745405
68.96,Pd,5,131,2.2,TiO2,79.86,0,0,0,79.86,0,0,,,,0,0,623,3,48,3,3600,0.5,2,498,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,5.116204652,424.9611675,-2.740159896,1.01E-06,10.11812304,0.0004312,6.705412,6.803821163,10.42604434,94.7869228,105.5817258,109.1829883,424.9611675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
